#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 999.126 121791.99
895680000.0 998.997 128689.25
718554000.0 998.738 143677.58
576455000.0 998.529 160411.7
462457000.0 998.32 179094.81
371003000.0 998.046 199953.97
297635000.0 997.634 223242.4
238776000.0 997.028 249243.23
191556000.0 996.18 278272.84
153675000.0 994.967 310682.75
123285000.0 993.269 346867.5
98904300.0 991.035 387267.56
79345400.0 987.967 432372.25
63654300.0 983.539 482730.56
51066300.0 977.49 538953.8
40967600.0 969.823 601725.56
32866000.0 960.566 671808.2
26366500.0 950.019 750053.9
21152400.0 938.114 837411.5
16969300.0 923.53 934946.5
13613500.0 904.752 1043839.6
10921400.0 882.158 1165412.2
8761610.0 857.124 1301148.1
7028940.0 828.928 1452692.8
5638920.0 798.564 1621887.5
4523790.0 768.328 1810787.6
3629180.0 739.835 2021689.8
2911490.0 713.933 2257153.2
2335720.0 691.933 2520045.0
1873820.0 673.412 2813550.8
1503260.0 656.539 3141243.8
1205980.0 639.612 3507104.0
967489.0 621.783 3915576.5
776162.0 602.389 4371621.0
622671.0 580.765 4880782.0
499533.0 557.89 5449248.5
400747.0 535.202 6083921.0
321497.0 513.3 6792509.5
257919.0 494.061 7583628.0
206914.0 478.705 8466887.0
165995.0 466.014 9453034.0
133169.0 455.215 10554001.0
106834.0 446.272 11783220.0
85706.6 438.518 13155629.0
68757.6 430.947 14687853.0
55160.3 423.732 16398549.0
44252.0 417.101 18308478.0
35500.9 410.877 20440854.0
28480.4 405.113 22821578.0
22848.2 400.133 25479604.0
18329.8 395.703 28447220.0
14705.0 391.541 31760416.0
11797.0 388.32 35459524.0
9464.04 386.324 39589540.0
7592.46 384.203 44200530.0
6091.01 382.529 49348510.0
4886.47 381.729 55096124.0
3920.14 381.69 61513144.0
3144.91 382.677 68677520.0
2522.98 385.323 76676420.0
2024.04 389.522 85606980.0
1623.78 394.371 95577384.0
1302.66 401.063 106709510.0
1045.05 409.469 119137950.0
838.388 416.796 133013640.0
672.591 423.48 148505730.0
539.582 430.402 165802080.0
432.876 437.187 185113010.0
347.272 443.384 206673040.0
278.597 449.291 230744050.0
223.502 454.154 257619060.0
179.303 457.561 287623870.0
143.845 460.09 321122940.0
115.399 462.044 358523550.0
92.5779 463.32 400281060.0
74.27 464.015 446901660.0
59.5826 464.583 498952220.0
47.7998 465.063 557064770.0
38.3471 465.29 621945600.0
30.7637 465.113 694383550.0
24.68 464.395 775257800.0
19.7993 463.072 865553300.0
15.8839 461.15 966362700.0
12.7427 458.743 1078917000.0
10.2228 455.915 1204574700.0
8.20117 452.682 1344871400.0
6.57933 449.085 1501508700.0
5.27823 445.17 1676388000.0
4.23442 441.21 1871637400.0
3.39704 437.337 2089625100.0
2.72525 433.676 2333004300.0
2.18632 430.311 2604725000.0
1.75396 427.279 2908096800.0
1.4071 424.61 3246805200.0
1.12884 422.313 3624954400.0
0.905603 420.353 4047154400.0
0.726514 418.697 4518525400.0
0.582841 417.322 5044797000.0
0.467581 416.188 5632359000.0
0.375113 415.263 6288363500.0
0.300932 414.506 7020766700.0
0.241421 413.891 7838468000.0
0.193678 413.396 8751421000.0
0.155377 412.998 9770693000.0
0.12465 412.671 10908688000.0
0.1 412.416 12179199000.0
