#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 1182.0 22053.828
895680000.0 1181.77 23302.768
718554000.0 1181.3 26016.824
576455000.0 1180.95 29047.002
462457000.0 1180.68 32430.098
371003000.0 1180.48 36207.227
297635000.0 1180.32 40424.246
238776000.0 1180.21 45132.418
191556000.0 1180.13 50389.043
153675000.0 1180.06 56257.75
123285000.0 1180.02 62810.008
98904300.0 1179.97 70125.56
79345400.0 1179.91 78293.02
63654300.0 1179.8 87411.8
51066300.0 1179.55 97592.58
40967600.0 1179.02 108959.15
32866000.0 1177.98 121649.555
26366500.0 1176.17 135818.12
21152400.0 1173.26 151636.64
16969300.0 1168.91 169298.08
13613500.0 1162.74 189016.2
10921400.0 1154.4 211030.3
8761610.0 1143.51 235609.06
7028940.0 1129.84 263050.44
5638920.0 1113.36 293687.84
4523790.0 1094.28 327893.47
3629180.0 1072.5 366083.16
2911490.0 1048.06 408720.38
2335720.0 1021.24 456324.25
1873820.0 992.574 509471.7
1503260.0 962.838 568809.56
1205980.0 932.675 635058.75
967489.0 901.244 709024.0
776162.0 868.527 791603.6
622671.0 835.443 883801.3
499533.0 802.066 986738.1
400747.0 770.366 1101663.1
321497.0 742.559 1229972.8
257919.0 718.18 1373226.9
206914.0 696.694 1533165.4
165995.0 677.351 1711734.8
133169.0 658.741 1911095.6
106834.0 639.427 2133679.8
85706.6 618.195 2382192.5
68757.6 594.7 2659644.5
55160.3 571.488 2969413.2
44252.0 551.544 3315259.2
35500.9 534.253 3701385.2
28480.4 518.693 4132481.5
22848.2 505.46 4613791.5
18329.8 494.269 5151160.5
14705.0 484.221 5751107.5
11797.0 475.436 6420933.5
9464.04 467.928 7168787.0
7592.46 460.459 8003735.0
6091.01 452.783 8935921.0
4886.47 445.133 9976686.0
3920.14 437.554 11138666.0
3144.91 430.18 12435976.0
2522.98 423.548 13884398.0
2024.04 418.07 15501524.0
1623.78 413.125 17306944.0
1302.66 409.001 19322726.0
1045.05 406.292 21573242.0
838.388 404.005 24085818.0
672.591 401.803 26891094.0
539.582 400.389 30023078.0
432.876 399.996 33519860.0
347.272 400.595 37423904.0
278.597 402.884 41782628.0
223.502 407.332 46649100.0
179.303 412.649 52082304.0
143.845 419.281 58148244.0
115.399 427.84 64920664.0
92.5779 436.698 72482020.0
74.27 444.002 80923976.0
59.5826 451.35 90349180.0
47.7998 458.641 100872070.0
38.3471 465.452 112620560.0
30.7637 472.025 125737464.0
24.68 478.435 140381980.0
19.7993 484.143 156732500.0
15.8839 488.83 174986860.0
12.7427 492.808 195367920.0
10.2228 495.925 218121760.0
8.20117 497.843 243526400.0
6.57933 498.94 271889920.0
5.27823 499.435 303556700.0
4.23442 499.409 338912000.0
3.39704 498.916 378384770.0
2.72525 498.007 422455330.0
2.18632 496.694 471657920.0
1.75396 494.975 526591870.0
1.4071 492.928 587924400.0
1.12884 490.638 656398850.0
0.905603 488.213 732849900.0
0.726514 485.814 818204800.0
0.582841 483.59 913500800.0
0.467581 481.537 1019895230.0
0.375113 479.405 1138683100.0
0.300932 476.707 1271305100.0
0.241421 472.843 1419372500.0
0.193678 467.225 1584688100.0
0.155377 459.162 1769255700.0
0.12465 447.196 1975321600.0
0.1 427.335 2205382700.0
