#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 986.072 121439.54
895680000.0 985.909 128316.836
718554000.0 985.581 143261.8
576455000.0 985.347 159947.48
462457000.0 985.175 178576.53
371003000.0 985.026 199375.31
297635000.0 984.852 222596.36
238776000.0 984.601 248521.95
191556000.0 984.224 277467.56
153675000.0 983.641 309783.62
123285000.0 982.789 345863.7
98904300.0 981.625 386146.84
79345400.0 979.993 431121.03
63654300.0 977.572 481333.62
51066300.0 974.081 537394.1
40967600.0 969.264 599984.2
32866000.0 962.829 669864.0
26366500.0 954.857 747883.3
21152400.0 945.643 834988.1
16969300.0 934.638 932240.9
13613500.0 920.567 1040818.9
10921400.0 902.948 1162039.6
8761610.0 882.148 1297382.8
7028940.0 857.254 1448488.9
5638920.0 828.927 1617194.0
4523790.0 798.672 1805547.4
3629180.0 768.395 2015839.0
2911490.0 740.096 2250621.5
2335720.0 715.142 2512752.2
1873820.0 694.156 2805408.8
1503260.0 676.073 3132153.5
1205980.0 659.811 3496955.0
967489.0 643.975 3904245.0
776162.0 626.511 4358970.0
622671.0 606.275 4866657.5
499533.0 583.884 5433479.0
400747.0 560.771 6066314.5
321497.0 538.28 6772852.5
257919.0 517.735 7561682.0
206914.0 500.735 8442385.0
165995.0 486.63 9425678.0
133169.0 474.773 10523459.0
106834.0 465.078 11749120.0
85706.6 456.82 13117558.0
68757.6 448.69 14645349.0
55160.3 440.548 16351092.0
44252.0 432.755 18255494.0
35500.9 425.246 20381700.0
28480.4 418.205 22755534.0
22848.2 412.156 25405870.0
18329.8 406.888 28364898.0
14705.0 401.973 31668506.0
11797.0 397.984 35356904.0
9464.04 395.141 39474972.0
7592.46 392.166 44072616.0
6091.01 389.564 49205704.0
4886.47 387.786 54936690.0
3920.14 386.644 61335130.0
3144.91 386.355 68478776.0
2522.98 387.761 76454520.0
2024.04 390.765 85359240.0
1623.78 394.156 95300790.0
1302.66 399.229 106400710.0
1045.05 406.481 118793180.0
838.388 413.246 132628720.0
672.591 419.884 148075970.0
539.582 427.203 165322270.0
432.876 434.634 184577310.0
347.272 441.655 206074960.0
278.597 448.661 230076290.0
223.502 455.066 256873550.0
179.303 460.141 286791520.0
143.845 464.358 320193660.0
115.399 467.869 357486050.0
92.5779 470.32 399122700.0
74.27 471.617 445608400.0
59.5826 472.288 497508320.0
47.7998 472.47 555452700.0
38.3471 472.266 620145800.0
30.7637 471.903 692374100.0
24.68 471.533 773014300.0
19.7993 471.155 863048450.0
15.8839 470.667 963566200.0
12.7427 469.954 1075794700.0
10.2228 468.869 1201088800.0
8.20117 467.261 1340979600.0
6.57933 465.123 1497163500.0
5.27823 462.497 1671536800.0
4.23442 459.439 1866221000.0
3.39704 456.0 2083578000.0
2.72525 452.263 2326252800.0
2.18632 448.214 2597187000.0
1.75396 443.947 2899681300.0
1.4071 439.752 3237409300.0
1.12884 435.753 3614464300.0
0.905603 432.039 4035442400.0
0.726514 428.675 4505449500.0
0.582841 425.702 5030198000.0
0.467581 423.128 5616059400.0
0.375113 420.934 6270165500.0
0.300932 419.089 7000449000.0
0.241421 417.555 7815784400.0
0.193678 416.29 8726096000.0
0.155377 415.256 9742417000.0
0.12465 414.408 10877120000.0
0.1 413.74 12143953000.0
