#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 993.545 121832.734
895680000.0 993.402 128732.3
718554000.0 993.115 143725.64
576455000.0 992.902 160465.38
462457000.0 992.724 179154.73
371003000.0 992.535 200020.86
297635000.0 992.269 223317.1
238776000.0 991.871 249326.61
191556000.0 991.296 278365.97
153675000.0 990.444 310786.66
123285000.0 989.238 346983.56
98904300.0 987.624 387397.12
79345400.0 985.388 432516.9
63654300.0 982.094 482892.1
51066300.0 977.436 539134.1
40967600.0 971.23 601926.9
32866000.0 963.327 672032.94
26366500.0 953.977 750304.8
21152400.0 943.391 837691.7
16969300.0 930.586 935259.25
13613500.0 914.019 1044188.9
10921400.0 893.656 1165802.1
8761610.0 870.397 1301583.4
7028940.0 843.497 1453178.8
5638920.0 813.728 1622430.2
4523790.0 783.133 1811393.4
3629180.0 753.578 2022365.9
2911490.0 726.414 2257908.2
2335720.0 702.942 2520888.2
1873820.0 683.4 2814492.0
1503260.0 666.206 3142294.8
1205980.0 649.942 3508277.2
967489.0 633.154 3916886.2
776162.0 614.571 4373083.5
622671.0 593.451 4882415.0
499533.0 570.653 5451071.5
400747.0 547.746 6085956.5
321497.0 525.526 6794782.0
257919.0 505.595 7586165.5
206914.0 489.489 8469719.0
165995.0 476.207 9456196.0
133169.0 464.947 10557533.0
106834.0 455.666 11787162.0
85706.6 447.716 13160030.0
68757.6 439.737 14692768.0
55160.3 431.972 16404034.0
44252.0 424.71 18314602.0
35500.9 417.82 20447692.0
28480.4 411.458 22829214.0
22848.2 406.005 25488130.0
18329.8 401.188 28456736.0
14705.0 396.682 31771044.0
11797.0 393.09 35471388.0
9464.04 390.625 39602784.0
7592.46 388.055 44215316.0
6091.01 385.944 49365024.0
4886.47 384.659 55114560.0
3920.14 384.009 61533724.0
3144.91 384.363 68700500.0
2522.98 386.452 76702060.0
2024.04 389.989 85635620.0
1623.78 393.956 95609360.0
1302.66 399.828 106745220.0
1045.05 407.793 119177820.0
838.388 414.989 133058136.0
672.591 421.756 148555410.0
539.582 428.928 165857550.0
432.876 436.066 185174960.0
347.272 442.75 206742190.0
278.597 449.315 230821250.0
223.502 455.03 257705260.0
179.303 459.315 287720100.0
143.845 462.647 321230400.0
115.399 465.255 358643500.0
92.5779 466.923 400414980.0
74.27 467.664 447051200.0
59.5826 468.019 499119200.0
47.7998 468.175 557251140.0
38.3471 468.224 622153700.0
30.7637 468.232 694615800.0
24.68 468.111 775517100.0
19.7993 467.665 865842800.0
15.8839 466.734 966686000.0
12.7427 465.278 1079278000.0
10.2228 463.295 1204977700.0
8.20117 460.779 1345321500.0
6.57933 457.815 1502011000.0
5.27823 454.487 1676949000.0
4.23442 450.85 1872263600.0
3.39704 446.863 2090324200.0
2.72525 442.759 2333784800.0
2.18632 438.742 2605596400.0
1.75396 434.917 2909069800.0
1.4071 431.38 3247891500.0
1.12884 428.198 3626167300.0
0.905603 425.388 4048508200.0
0.726514 422.944 4520037400.0
0.582841 420.863 5046485000.0
0.467581 419.116 5634243000.0
0.375113 417.663 6290467300.0
0.300932 416.466 7023115300.0
0.241421 415.484 7841090600.0
0.193678 414.686 8754349000.0
0.155377 414.035 9773961000.0
0.12465 413.509 10912338000.0
0.1 413.098 12183273000.0
