#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 1046.49 76427.52
895680000.0 1046.21 80755.73
718554000.0 1045.64 90161.28
576455000.0 1045.23 100662.36
462457000.0 1044.93 112386.484
371003000.0 1044.72 125476.11
297635000.0 1044.56 140090.2
238776000.0 1044.45 156406.36
191556000.0 1044.37 174623.19
153675000.0 1044.32 194961.19
123285000.0 1044.26 217668.05
98904300.0 1044.2 243020.1
79345400.0 1044.08 271324.4
63654300.0 1043.83 302925.53
51066300.0 1043.35 338207.03
40967600.0 1042.49 377597.84
32866000.0 1041.05 421576.44
26366500.0 1038.8 470677.6
21152400.0 1035.46 525496.6
16969300.0 1030.7 586702.4
13613500.0 1024.16 655035.5
10921400.0 1015.62 731325.3
8761610.0 1004.88 816503.0
7028940.0 991.683 911601.06
5638920.0 975.982 1017775.06
4523790.0 957.927 1136314.5
3629180.0 937.596 1268660.8
2911490.0 914.424 1416420.2
2335720.0 888.25 1581391.4
1873820.0 859.414 1765573.6
1503260.0 828.587 1971209.0
1205980.0 796.551 2200795.8
967489.0 766.452 2457122.2
776162.0 740.091 2743301.5
622671.0 716.347 3062812.8
499533.0 695.317 3419540.0
400747.0 676.799 3817813.0
321497.0 659.353 4262469.5
257919.0 640.812 4758916.5
206914.0 619.159 5313183.5
165995.0 594.916 5932015.5
133169.0 570.893 6622900.0
106834.0 551.222 7394265.5
85706.6 535.455 8255486.0
68757.6 520.853 9216996.0
55160.3 507.662 10290499.0
44252.0 496.109 11489028.0
35500.9 485.681 12827148.0
28480.4 476.096 14321111.0
22848.2 467.409 15989090.0
18329.8 459.271 17851344.0
14705.0 451.172 19930458.0
11797.0 443.513 22251740.0
9464.04 436.95 24843426.0
7592.46 430.575 27736936.0
6091.01 424.371 30967428.0
4886.47 418.756 34574200.0
3920.14 413.689 38601036.0
3144.91 409.099 43096864.0
2522.98 405.41 48116372.0
2024.04 402.869 53720520.0
1623.78 400.785 59977200.0
1302.66 399.954 66962892.0
1045.05 401.174 74762050.0
838.388 402.808 83469390.0
672.591 404.85 93191064.0
539.582 408.251 104044950.0
432.876 413.007 116163050.0
347.272 418.771 129692510.0
278.597 426.07 144797660.0
223.502 434.821 161662420.0
179.303 443.156 180491180.0
143.845 451.433 201512700.0
115.399 459.964 224982510.0
92.5779 467.732 251186370.0
74.27 473.866 280442000.0
59.5826 479.498 313105020.0
47.7998 484.658 349572100.0
38.3471 489.038 390286460.0
30.7637 492.71 435743070.0
24.68 495.664 486493630.0
19.7993 497.73 543156350.0
15.8839 498.926 606416800.0
12.7427 499.513 677047400.0
10.2228 499.575 755900800.0
8.20117 499.084 843940540.0
6.57933 498.154 942234300.0
5.27823 496.847 1051975400.0
4.23442 495.183 1174499300.0
3.39704 493.22 1311292200.0
2.72525 491.045 1464018700.0
2.18632 488.761 1634530200.0
1.75396 486.494 1824903600.0
1.4071 484.369 2037451500.0
1.12884 482.424 2274749700.0
0.905603 480.56 2539690800.0
0.726514 478.547 2835488000.0
0.582841 476.099 3165736200.0
0.467581 472.969 3534446000.0
0.375113 468.991 3946105600.0
0.300932 464.07 4405707000.0
0.241421 458.106 4918835000.0
0.193678 450.912 5491736000.0
0.155377 442.077 6131354600.0
0.12465 431.972 6845475300.0
0.1 420.995 7642752000.0
