#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0 1074.95 60978.246
895680000.0 1074.68 64431.535
718554000.0 1074.12 71935.83
576455000.0 1073.71 80314.19
462457000.0 1073.41 89668.36
371003000.0 1073.2 100112.02
297635000.0 1073.04 111771.98
238776000.0 1072.93 124789.945
191556000.0 1072.85 139324.36
153675000.0 1072.78 155551.19
123285000.0 1072.73 173668.02
98904300.0 1072.68 193895.33
79345400.0 1072.59 216478.14
63654300.0 1072.41 241691.33
51066300.0 1072.03 269840.9
40967600.0 1071.31 301269.12
32866000.0 1070.03 336357.78
26366500.0 1067.98 375533.47
21152400.0 1064.87 419271.28
16969300.0 1060.33 468104.66
13613500.0 1053.99 522624.8
10921400.0 1045.54 583493.2
8761610.0 1034.74 651452.8
7028940.0 1021.38 727327.5
5638920.0 1005.39 812039.2
4523790.0 986.854 906616.75
3629180.0 966.016 1012210.2
2911490.0 943.239 1130101.0
2335720.0 918.186 1261724.5
1873820.0 890.581 1408675.6
1503260.0 860.641 1572743.4
1205980.0 829.464 1755920.6
967489.0 797.86 1960432.5
776162.0 767.625 2188762.8
622671.0 740.718 2443687.2
499533.0 716.846 2728304.5
400747.0 695.76 3046069.5
321497.0 676.81 3400842.2
257919.0 658.789 3796935.8
206914.0 639.853 4239161.5
165995.0 617.558 4732901.0
133169.0 592.797 5284128.5
106834.0 569.983 5899567.5
85706.6 551.63 6586699.0
68757.6 535.308 7353846.5
55160.3 520.395 8210349.0
44252.0 507.266 9166603.0
35500.9 495.525 10234232.0
28480.4 485.008 11426202.0
22848.2 475.801 12757010.0
18329.8 467.427 14242822.0
14705.0 459.132 15901659.0
11797.0 451.35 17753710.0
9464.04 444.509 19821506.0
7592.46 437.692 22130114.0
6091.01 430.932 24707584.0
4886.47 424.652 27585272.0
3920.14 418.9 30798116.0
3144.91 413.664 34385144.0
2522.98 409.349 38389990.0
2024.04 406.106 42861304.0
1623.78 403.283 47853240.0
1302.66 401.559 53426824.0
1045.05 401.651 59649440.0
838.388 402.151 66596652.0
672.591 403.09 74353150.0
539.582 405.356 83013016.0
432.876 408.922 92681530.0
347.272 413.604 103476100.0
278.597 420.142 115527860.0
223.502 428.505 128983530.0
179.303 436.706 144006180.0
143.845 445.164 160778350.0
115.399 454.183 179503920.0
92.5779 462.395 200410850.0
74.27 468.927 223752660.0
59.5826 475.053 249813100.0
47.7998 480.814 278908600.0
38.3471 485.878 311392860.0
30.7637 490.383 347660700.0
24.68 494.302 388152450.0
19.7993 497.32 433361180.0
15.8839 499.333 483834000.0
12.7427 500.602 540187140.0
10.2228 501.21 603100860.0
8.20117 501.145 673344000.0
6.57933 500.607 751768400.0
5.27823 499.678 839326200.0
4.23442 498.367 937082700.0
3.39704 496.696 1046223900.0
2.72525 494.721 1168077700.0
2.18632 492.506 1304121600.0
1.75396 490.136 1456012400.0
1.4071 487.747 1625595300.0
1.12884 485.472 1814925300.0
0.905603 483.382 2026310500.0
0.726514 481.411 2262314500.0
0.582841 479.337 2525805300.0
0.467581 476.828 2819983400.0
0.375113 473.553 3148428800.0
0.300932 469.272 3515125000.0
0.241421 463.793 3924527600.0
0.193678 456.886 4381620700.0
0.155377 448.015 4891945000.0
0.12465 436.632 5461711400.0
0.1 422.833 6097825000.0
