#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0    994.051    73743.27
895680000.0    993.69    77919.46
718554000.0    992.968    86994.68
576455000.0    992.444    97126.94
462457000.0    992.077    108439.3
371003000.0    991.819    121069.2
297635000.0    991.636    135170.03
238776000.0    991.509    150913.12
191556000.0    991.422    168490.14
153675000.0    991.356    188113.86
123285000.0    991.296    210023.2
98904300.0    991.219    234484.84
79345400.0    991.084    261795.1
63654300.0    990.821    292286.3
51066300.0    990.342    326328.66
40967600.0    989.543    364336.0
32866000.0    988.263    406770.03
26366500.0    986.318    454146.7
21152400.0    983.5    507040.4
16969300.0    979.527    566096.5
13613500.0    974.075    632029.6
10921400.0    966.92    705640.06
8761610.0    957.878    787826.2
7028940.0    946.582    879584.25
5638920.0    932.644    982029.25
4523790.0    915.671    1096405.4
3629180.0    895.201    1224103.6
2911490.0    870.878    1366673.4
2335720.0    843.29    1525850.5
1873820.0    813.149    1703564.0
1503260.0    781.818    1901977.1
1205980.0    752.882    2123500.2
967489.0    728.163    2370824.2
776162.0    706.206    2646952.8
622671.0    686.593    2955242.2
499533.0    669.105    3299440.5
400747.0    652.662    3683725.2
321497.0    634.472    4112765.0
257919.0    612.649    4591776.5
206914.0    588.912    5126576.0
165995.0    565.764    5723674.0
133169.0    545.587    6390294.0
106834.0    529.022    7134567.5
85706.6    515.355    7965541.0
68757.6    502.923    8893281.0
55160.3    491.772    9929082.0
44252.0    481.872    11085516.0
35500.9    472.6    12376638.0
28480.4    463.647    13818131.0
22848.2    455.258    15427529.0
18329.8    447.353    17224376.0
14705.0    439.425    19230468.0
11797.0    432.268    21470224.0
9464.04    426.45    23970886.0
7592.46    420.895    26762774.0
6091.01    415.64    29879804.0
4886.47    410.998    33359900.0
3920.14    406.791    37245308.0
3144.91    403.055    41583236.0
2522.98    400.377    46426452.0
2024.04    398.96    51833772.0
1623.78    398.141    57870710.0
1302.66    398.949    64611052.0
1045.05    401.973    72136296.0
838.388    405.171    80537816.0
672.591    408.737    89918050.0
539.582    413.729    100390740.0
432.876    419.828    112083224.0
347.272    426.456    125137500.0
278.597    434.266    139712160.0
223.502    443.248    155984580.0
179.303    451.474    174152050.0
143.845    459.219    194435260.0
115.399    467.057    217080780.0
92.5779    473.965    242364340.0
74.27    479.32    270592420.0
59.5826    483.99    302108300.0
47.7998    487.967    337294600.0
38.3471    491.041    376579000.0
30.7637    493.341    420439070.0
24.68    494.981    469407260.0
19.7993    495.935    524079870.0
15.8839    496.258    585118500.0
12.7427    496.103    653268500.0
10.2228    495.486    729352450.0
8.20117    494.373    814300100.0
6.57933    492.875    909141600.0
5.27823    491.076    1015028500.0
4.23442    489.062    1133249200.0
3.39704    486.953    1265237500.0
2.72525    484.886    1412600000.0
2.18632    482.966    1577123000.0
1.75396    481.203    1760810100.0
1.4071    479.497    1965893000.0
1.12884    477.649    2194857000.0
0.905603    475.424    2450493000.0
0.726514    472.628    2735901200.0
0.582841    469.166    3054551000.0
0.467581    465.01    3410311200.0
0.375113    460.152    3807512300.0
0.300932    454.588    4250971600.0
0.241421    448.215    4746077700.0
0.193678    441.045    5298857500.0
0.155377    433.534    5916012000.0
0.12465    425.951    6605052000.0
0.1    418.74    7374327000.0
