#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0    1207.89    11156.457
895680000.0    1207.61    11788.263
718554000.0    1207.05    13161.232
576455000.0    1206.61    14694.121
462457000.0    1206.27    16405.543
371003000.0    1206.02    18316.291
297635000.0    1205.82    20449.574
238776000.0    1205.68    22831.314
191556000.0    1205.57    25490.504
153675000.0    1205.49    28459.33
123285000.0    1205.43    31773.947
98904300.0    1205.38    35474.695
79345400.0    1205.34    39606.402
63654300.0    1205.29    44219.35
51066300.0    1205.18    49369.543
40967600.0    1204.94    55119.59
32866000.0    1204.42    61539.34
26366500.0    1203.4    68706.85
21152400.0    1201.6    76709.02
16969300.0    1198.68    85643.484
13613500.0    1194.28    95618.375
10921400.0    1188.05    106754.73
8761610.0    1179.63    119188.484
7028940.0    1168.64    133070.36
5638920.0    1154.81    148569.05
4523790.0    1137.97    165872.77
3629180.0    1118.26    185191.92
2911490.0    1096.09    206760.98
2335720.0    1071.43    230842.55
1873820.0    1044.22    257728.42
1503260.0    1014.95    287745.94
1205980.0    984.304    321259.66
967489.0    953.248    358676.75
776162.0    921.71    400451.66
622671.0    888.668    447092.06
499533.0    854.856    499165.06
400747.0    821.093    557302.7
321497.0    787.557    622211.2
257919.0    757.074    694679.6
206914.0    731.124    775588.44
165995.0    708.136    865921.94
133169.0    687.747    966773.44
106834.0    669.296    1079373.0
85706.6    651.497    1205089.1
68757.6    631.413    1345444.9
55160.3    608.065    1502148.8
44252.0    583.785    1677103.2
35500.9    561.29    1872434.4
28480.4    542.21    2090514.6
22848.2    525.941    2333997.0
18329.8    512.051    2605838.0
14705.0    499.741    2909335.2
11797.0    489.348    3248182.8
9464.04    480.906    3626502.8
7592.46    472.923    4048881.0
6091.01    464.899    4520449.5
4886.47    456.964    5046946.0
3920.14    449.094    5634761.0
3144.91    441.047    6291036.0
2522.98    433.454    7023755.0
2024.04    426.876    7841816.5
1623.78    420.788    8755132.0
1302.66    415.541    9774864.0
1045.05    411.754    10913341.0
838.388    408.466    12184388.0
672.591    405.188    13603503.0
539.582    402.517    15187893.0
432.876    400.601    16956824.0
347.272    399.359    18931778.0
278.597    399.584    21136742.0
223.502    401.891    23598564.0
179.303    405.107    26347080.0
143.845    409.715    29415682.0
115.399    416.684    32841672.0
92.5779    424.581    36666764.0
74.27    431.344    40937336.0
59.5826    438.613    45705300.0
47.7998    446.41    51028556.0
38.3471    453.746    56971804.0
30.7637    461.017    63607304.0
24.68    468.458    71015580.0
19.7993    475.318    79286880.0
15.8839    481.169    88521300.0
12.7427    486.519    98831544.0
10.2228    491.15    110342120.0
8.20117    494.403    123193660.0
6.57933    496.684    137542020.0
5.27823    498.208    153561400.0
4.23442    499.043    171446750.0
3.39704    499.282    191414990.0
2.72525    499.059    213709140.0
2.18632    498.387    238599460.0
1.75396    497.241    266389090.0
1.4071    495.674    297415650.0
1.12884    493.735    332055070.0
0.905603    491.466    370729660.0
0.726514    488.982    413908480.0
0.582841    486.462    462116260.0
0.467581    484.086    515938430.0
0.375113    481.906    576030100.0
0.300932    479.682    643120100.0
0.241421    476.788    718023600.0
0.193678    472.299    801652500.0
0.155377    465.126    895020350.0
0.12465    453.673    999263700.0
0.1    430.73    1115645700.0
