#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0    982.169    79691.03
895680000.0    981.832    84204.04
718554000.0    981.159    94011.23
576455000.0    980.675    104960.71
462457000.0    980.336    117185.45
371003000.0    980.099    130834.02
297635000.0    979.932    146072.14
238776000.0    979.817    163085.03
191556000.0    979.736    182079.7
153675000.0    979.667    203286.16
123285000.0    979.588    226962.61
98904300.0    979.468    253397.19
79345400.0    979.254    282910.16
63654300.0    978.867    315860.66
51066300.0    978.215    352648.66
40967600.0    977.194    393721.5
32866000.0    975.628    439578.0
26366500.0    973.33    490775.8
21152400.0    970.103    547935.7
16969300.0    965.663    611754.94
13613500.0    959.678    683005.94
10921400.0    951.984    762553.4
8761610.0    942.404    851368.2
7028940.0    930.275    950527.0
5638920.0    915.07    1061234.6
4523790.0    896.322    1184835.9
3629180.0    873.565    1322833.4
2911490.0    846.986    1476902.2
2335720.0    817.419    1648917.8
1873820.0    786.524    1840964.8
1503260.0    756.999    2055381.1
1205980.0    731.161    2294770.8
967489.0    708.892    2562042.8
776162.0    689.456    2860442.5
622671.0    671.961    3193596.8
499533.0    655.626    3565556.5
400747.0    638.584    3980836.0
321497.0    618.274    4444479.5
257919.0    594.799    4962125.5
206914.0    571.308    5540060.0
165995.0    550.244    6185316.5
133169.0    531.861    6905702.0
106834.0    516.622    7710005.5
85706.6    504.247    8608001.0
68757.6    493.026    9610568.0
55160.3    482.87    10729910.0
44252.0    473.644    11979617.0
35500.9    464.746    13374875.0
28480.4    455.989    14932632.0
22848.2    447.741    16671835.0
18329.8    439.906    18613608.0
14705.0    432.295    20781500.0
11797.0    425.595    23201902.0
9464.04    420.286    25904256.0
7592.46    415.25    28921322.0
6091.01    410.498    32289756.0
4886.47    406.283    36050540.0
3920.14    402.495    40249330.0
3144.91    399.235    44937130.0
2522.98    397.109    50170972.0
2024.04    396.369    56014420.0
1623.78    396.344    62538264.0
1302.66    397.956    69822250.0
1045.05    401.751    77954440.0
838.388    405.63    87033580.0
672.591    409.824    97170376.0
539.582    415.265    108487740.0
432.876    421.574    121123290.0
347.272    428.35    135230450.0
278.597    436.357    150980600.0
223.502    445.445    168565500.0
179.303    453.518    188198270.0
143.845    460.967    210117400.0
115.399    468.274    234589400.0
92.5779    474.542    261912180.0
74.27    479.233    292417060.0
59.5826    483.146    326474800.0
47.7998    486.321    364499040.0
38.3471    488.667    406951940.0
30.7637    490.354    454349540.0
24.68    491.481    507267230.0
19.7993    491.997    566349500.0
15.8839    491.908    632311200.0
12.7427    491.335    705957760.0
10.2228    490.312    788178240.0
8.20117    488.868    879977340.0
6.57933    487.148    982468300.0
5.27823    485.29    1096895500.0
4.23442    483.431    1224651100.0
3.39704    481.684    1367285100.0
2.72525    480.091    1526533100.0
2.18632    478.572    1704325600.0
1.75396    476.952    1902828200.0
1.4071    475.025    2124452000.0
1.12884    472.625    2371883000.0
0.905603    469.65    2648137200.0
0.726514    466.069    2956565200.0
0.582841    461.911    3300915500.0
0.467581    457.204    3685369300.0
0.375113    451.979    4114606600.0
0.300932    446.165    4593833500.0
0.241421    440.004    5128872400.0
0.193678    433.84    5726236700.0
0.155377    427.873    6393167400.0
0.12465    422.277    7137782000.0
0.1    417.33    7969102300.0
