#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0    970.295    88210.3
895680000.0    970.071    93205.766
718554000.0    969.623    104061.375
576455000.0    969.307    116181.4
462457000.0    969.087    129713.016
371003000.0    968.923    144820.67
297635000.0    968.78    161687.8
238776000.0    968.619    180519.4
191556000.0    968.393    201544.7
153675000.0    968.037    225018.2
123285000.0    967.499    251225.75
98904300.0    966.749    280486.3
79345400.0    965.68    313154.28
63654300.0    964.075    349627.3
51066300.0    961.722    390348.1
40967600.0    958.376    435811.78
32866000.0    953.708    486570.56
26366500.0    947.629    543241.56
21152400.0    940.335    606512.06
16969300.0    931.588    677153.75
13613500.0    920.51    756021.8
10921400.0    906.383    844073.2
8761610.0    889.078    942382.6
7028940.0    867.435    1052141.9
5638920.0    841.749    1174684.6
4523790.0    813.11    1311499.4
3629180.0    783.052    1464249.2
2911490.0    753.693    1634788.5
2335720.0    727.263    1825193.2
1873820.0    704.526    2037770.6
1503260.0    685.021    2275108.8
1205980.0    668.104    2540090.5
967489.0    652.678    2835934.8
776162.0    636.415    3166234.5
622671.0    617.485    3535004.2
499533.0    596.036    3946727.5
400747.0    573.023    4406402.0
321497.0    549.669    4919611.0
257919.0    527.905    5492595.0
206914.0    509.329    6132313.0
165995.0    493.738    6846549.5
133169.0    480.749    7643947.0
106834.0    470.357    8534233.0
85706.6    461.684    9528228.0
68757.6    453.301    10637973.0
55160.3    445.054    11876978.0
44252.0    437.039    13260283.0
35500.9    429.258    14804699.0
28480.4    421.896    16528986.0
22848.2    415.512    18454116.0
18329.8    409.973    20603470.0
14705.0    404.841    23003120.0
11797.0    400.626    25682270.0
9464.04    397.57    28673518.0
7592.46    394.417    32013118.0
6091.01    391.575    35741652.0
4886.47    389.515    39904476.0
3920.14    388.113    44552132.0
3144.91    387.538    49741076.0
2522.98    388.567    55534430.0
2024.04    391.231    62002572.0
1623.78    394.384    69223840.0
1302.66    399.154    77286510.0
1045.05    406.032    86288056.0
838.388    412.474    96337800.0
672.591    418.922    107558260.0
539.582    426.234    120085480.0
432.876    433.811    134071820.0
347.272    441.036    149687100.0
278.597    448.251    167121010.0
223.502    454.937    186585800.0
179.303    460.316    208317360.0
143.845    464.916    232579760.0
115.399    468.873    259667890.0
92.5779    471.766    289911580.0
74.27    473.452    323677500.0
59.5826    474.442    361376200.0
47.7998    474.842    403465340.0
38.3471    474.715    450456640.0
30.7637    474.273    502921200.0
24.68    473.707    561496000.0
19.7993    473.116    626894340.0
15.8839    472.523    699907600.0
12.7427    471.893    781427260.0
10.2228    471.08    872437440.0
8.20117    469.878    974050240.0
6.57933    468.199    1087497900.0
5.27823    466.012    1214157700.0
4.23442    463.337    1355571000.0
3.39704    460.22    1513452900.0
2.72525    456.731    1689725200.0
2.18632    452.932    1886524400.0
1.75396    448.823    2106247400.0
1.4071    444.469    2351564000.0
1.12884    440.174    2625446100.0
0.905603    436.06    2931232800.0
0.726514    432.23    3272632800.0
0.582841    428.768    3653795300.0
0.467581    425.703    4079349000.0
0.375113    423.048    4554473500.0
0.300932    420.782    5084931600.0
0.241421    418.878    5677168000.0
0.193678    417.294    6338392000.0
0.155377    415.987    7076621000.0
0.12465    414.917    7900837000.0
0.1    414.066    8821030000.0
