#(dyne/cm2) (K)      (cm2/s)
Pressure    Temp     Kzz
1000000000.0    1135.6    23906.771
895680000.0    1135.27    25260.646
718554000.0    1134.6    28202.732
576455000.0    1134.09    31487.502
462457000.0    1133.72    35154.848
371003000.0    1133.44    39249.324
297635000.0    1133.23    43820.656
238776000.0    1133.08    48924.406
191556000.0    1132.97    54622.68
153675000.0    1132.89    60984.473
123285000.0    1132.83    68087.25
98904300.0    1132.78    76017.45
79345400.0    1132.73    84871.13
63654300.0    1132.67    94756.06
51066300.0    1132.55    105792.22
40967600.0    1132.27    118113.8
32866000.0    1131.68    131870.44
26366500.0    1130.57    147229.44
21152400.0    1128.67    164377.02
16969300.0    1125.65    183522.34
13613500.0    1121.15    204897.17
10921400.0    1114.8    228760.86
8761610.0    1106.22    255404.7
7028940.0    1095.13    285151.7
5638920.0    1081.19    318363.25
4523790.0    1064.27    355442.78
3629180.0    1044.41    396841.12
2911490.0    1021.78    443060.72
2335720.0    996.746    494664.22
1873820.0    969.928    552277.0
1503260.0    942.093    616600.44
1205980.0    912.864    688415.75
967489.0    882.157    768595.56
776162.0    850.542    858113.44
622671.0    818.142    958057.56
499533.0    785.662    1069642.9
400747.0    755.988    1194223.9
321497.0    730.081    1333313.9
257919.0    706.983    1488604.0
206914.0    686.67    1661980.5
165995.0    667.999    1855553.1
133169.0    649.264    2071664.1
106834.0    628.716    2312949.5
85706.6    606.61    2582342.2
68757.6    583.318    2883105.2
55160.3    561.584    3218900.8
44252.0    543.346    3593804.2
35500.9    527.059    4012372.0
28480.4    512.458    4479688.5
22848.2    500.106    5001438.0
18329.8    489.646    5583956.5
14705.0    480.138    6234310.0
11797.0    471.69    6960414.0
9464.04    464.369    7771101.5
7592.46    457.026    8676202.0
6091.01    449.488    9686709.0
4886.47    441.981    10814919.0
3920.14    434.695    12074526.0
3144.91    427.694    13480835.0
2522.98    421.52    15050952.0
2024.04    416.542    16803948.0
1623.78    412.061    18761056.0
1302.66    408.419    20946204.0
1045.05    406.268    23385806.0
838.388    404.525    26109488.0
672.591    402.912    29150458.0
539.582    402.216    32545590.0
432.876    402.68    36336170.0
347.272    404.217    40568224.0
278.597    407.538    45293164.0
223.502    413.108    50568510.0
179.303    419.496    56458212.0
143.845    427.071    63033810.0
115.399    436.331    70375240.0
92.5779    445.568    78571896.0
74.27    452.87    87723140.0
59.5826    459.945    97940240.0
47.7998    466.981    109347250.0
38.3471    473.404    122082840.0
30.7637    479.481    136301800.0
24.68    485.323    152176740.0
19.7993    490.496    169901020.0
15.8839    494.734    189689090.0
12.7427    498.285    211782580.0
10.2228    501.002    236448160.0
8.20117    502.588    263987250.0
6.57933    503.363    294733900.0
5.27823    503.533    329061250.0
4.23442    503.201    367387100.0
3.39704    502.436    410176320.0
2.72525    501.301    457949630.0
2.18632    499.8    511286200.0
1.75396    497.927    570835600.0
1.4071    495.737    637321300.0
1.12884    493.299    711548860.0
0.905603    490.695    794423230.0
0.726514    488.068    886949570.0
0.582841    485.583    990252350.0
0.467581    483.295    1105585900.0
0.375113    481.037    1234354200.0
0.300932    478.363    1378119000.0
0.241421    474.651    1538627100.0
0.193678    469.226    1717832300.0
0.155377    461.311    1917907000.0
0.12465    449.457    2141286300.0
0.1    428.623    2390677000.0
